Councilperson,DocType,Payee,EntityAddressLine1,Payee Address,Date, Amount ,Description,Category,
Blackwell,CFR - Schedule III - Statement of Expenditures,Keven Parker,1312 S. St,1312 S. St  Philadelphia PA 19132,12/14/2011,"$1,500.00 ",Food Services @ Community Event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,KEVEN BELL,2821 W. GIRARD AVE,2821 W. GIRARD AVE  PHILADELPHIA PA 19129,2/28/2011,$500.00 ,INVOICE FOR COMMUNITY EVENT,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Kenyatta Johnson,1818 Manton Street,1818 Manton Street  Philadelphia PA 19146,6/3/2011,$800.26 ,Reim Event Expenses,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Kenyatta Johnson,1818 Manton Street,1818 Manton Street  Philadelphia PA 19146,11/15/2011,$350.00 ,Reimb for Constituent Event,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Kenyatta Johnson,1818 Manton Street,1818 Manton Street  Philadelphia PA 19146,6/29/2011,$250.00 ,Reimburse for Constitute Event,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Kenyatta Johnson,1818 Manton Street,1818 Manton Street  Philadelphia PA 19146,12/8/2011,$212.48 ,Reimb for constituent event,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Kenyatta Johnson,1818 Manton Street,1818 Manton Street  Philadelphia PA 19146,10/29/2011,$161.00 ,Reimb for Constituent Event,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Karen Lewis,1212 Brookview Place,1212 Brookview Place  Elkins Park PA 19027,8/30/2011,$162.00 ,Reimbursement - Meeting Expenses,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Kapitol,6042 North 13th Street,6042 North 13th Street  Philadelphia PA 19141,7/13/2011,$500.00 ,DJ  for Fundraiser,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,K&A Grociercies,,   PA 19146,2/7/2011,$210.60 ,Event Expenses,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Joshua Morrow,2912 Ogden Street,2912 Ogden Street  PHILADELPHIA PA 19130,3/25/2011,"$1,651.00 ","Reimbursement (Senior Lunches, Office Supplies [Paper, Ink, Pens, Staples, Paperclips]))",Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,Joseph E. Corrigan,434 Edge Hill Rd,434 Edge Hill Rd  Glenside PA 19038,4/8/2011,$430.00 ,Reimbursement for Event Catering,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Jose Rolon Garcia,2246 N. Mascher Street,2246 N. Mascher Street  Philadelphia PA 19122,5/17/2011,$330.00 ,Catering,Fundraising & Hospitality,
Oh,CFR - Schedule III - Statement of Expenditures,Jong Sook Oh,1461 Heather Ridge Drive,1461 Heather Ridge Drive  Newtown PA 18940,3/29/2011,"$1,722.00 ",Reimbursement for Food,Fundraising & Hospitality,
Squilla,CFR - Schedule III - Statement of Expenditures,JOHN DOUGHERTY,1719 SPRING GARDEN STS,1719 SPRING GARDEN STS  PHILADELPHIA PA 19130,5/14/2011,"$12,970.37 ",REIMBURSEMENT FOR FUNDRAISING - TABLE 31,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Jetro Cash & Carry,700 Pattison Ave,700 Pattison Ave  Philadelphia PA 19148,7/14/2011,$396.53 ,Supplies for Community Event,Fundraising & Hospitality,
Squilla,CFR - Schedule III - Statement of Expenditures,JETRO,,  PHILADELPHIA PA 19148,9/19/2011,$774.50 ,CAMPAIGN,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Jeffery Duperon,516 Lantern Lane,516 Lantern Lane  Philadelphia PA 19128,1/25/2011,$250.00 ,MC,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Jeane Bund,5429 Chestnut St,5429 Chestnut St  Philadelphia PA 19143,12/20/2011,"$3,512.31 ",Pastries for Holiday Party,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Jeane Bund,5429 Chestnut St,5429 Chestnut St  Philadelphia PA 19143,12/20/2011,"$1,664.00 ",Rolls Purchased for holiday party,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,J&M Meats,914 Bethlehem Pike,914 Bethlehem Pike  Erdenheim PA 190387702,6/13/2011,$138.00 ,food for event,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Iris Violeta Colon Torres,760 S. Sheridan Street,760 S. Sheridan Street  Philadelphia PA 19147,4/26/2011,$100.00 ,Event Expense,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Ice Butler,44 Malin Rd,44 Malin Rd  Malvern PA ,10/12/2011,$212.00 ,invoice/ community event,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Holme Circle Civic,PO Box 14311,PO Box 14311  Philadelphia PA 19115,7/15/2011,$112.25 ,fees,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Halteman's Meats,51 North 12th Street,51 North 12th Street  Philadelphia PA 19148,12/20/2011,"$5,087.69 ",Turkeys for Holiday Party,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,GNPCC,8601 Rossevelt Blvd.,8601 Rossevelt Blvd.  Philadelphia PA 19152,11/17/2011,"$1,500.00 ",Annual Awards Dinner,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,Genuardi's,1844 Bethlehem Pike,1844 Bethlehem Pike  Flourtown PA 190311504,6/14/2011,$297.95 ,food for event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Funtastic Party Rentals,P.O. Box 304,P.O. Box 304  Folcroft PA 19032,12/20/2011,"$1,500.00 ",Dancing and Entertainment @ Holiday Party,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Funtastic Party Rentals,P.O. Box 304,P.O. Box 304  Folcroft PA 19032,12/20/2011,"$1,500.00 ",Entertainment throughout Holiday Party,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,Fund For Philadelphia,1515 Arch St,1515 Arch St Fl 12 Philadelphia PA 191021504,3/4/2011,$500.00 ,Conversation Hall rental,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Fund for Philadelphia,708 City Hall,708 City Hall  Philadelphia PA 19107,12/21/2011,$363.00 ,Refunded for Holiday Expenses,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,FUND FOR PHILADELPHIA,1515 MARKET ST,1515 MARKET ST  PHILADELPHIA PA 19107,2/28/2011,$250.00 ,USE OF ROOM/ FEE,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Freddy & Tony's Restaurant,201 W. Allegheny Avenue,201 W. Allegheny Avenue  Philadelphia PA 19133,5/17/2011,$375.00 ,Catering,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,FRATERNAL ORDER OF POLICE LODGE 5,,   PA ,4/18/2011,"$3,000.00 ",PAYMENT SPACE USE,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,FRATERNAL ORDER OF POLICE LODGE 5,1336 Spring Garden Street,1336 Spring Garden Street  Phila PA 19123,5/20/2011,"$2,206.80 ",EVENT RENTAL BALANCE,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,FRATERNAL ORDER OF POLICE LODGE 5,,   NJ ,5/20/2011,"$2,206.80 ",EVENT RENTAL BALANCE,Fundraising & Hospitality,
Brown,CFR - Schedule III - Statement of Expenditures,FRATERAL ORDER OF POLICE LODGE 5,,   PA ,4/16/2011,"$2,000.00 ",DEPOSIT - DANCE PARTY,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,fran Pollard,1900 JFK,1900 JFK  phila PA 19102,5/25/2011,$70.00 ,room rental,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,Flourtown Beverage,1114 Bethlehem Pike,1114 Bethlehem Pike  Flourtown PA 190312001,6/13/2011,$192.75 ,food for event,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,Five Below,2250 South Columbus Blvd,2250 South Columbus Blvd  Philadelphia PA 19146,12/17/2011,"$2,612.31 ",Hats and Accessories for Holiday Party,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Field House,1150 Filbert Street,1150 Filbert Street  Philadelphia PA 19107,10/27/2011,"$2,260.00 ",Young Professionals Event,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Fatou Wilson,1526 S. Vodges Street,1526 S. Vodges Street  Philadelphia PA 19143,3/4/2011,"$1,000.00 ",Caterer,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Fatou Wilson,1526 S. Vodges Street,1526 S. Vodges Street  Philadelphia PA 19143,1/13/2011,$350.00 ,Caterer,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Fast Life Music LLC,Information Requested,Information Requested   PA ,12/29/2011,$495.00 ,DJ for fundraiser,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Fanshawe Deli,3200 fanshawe street,3200 fanshawe street  Philadelphia PA 19149,5/17/2011,"$1,155.00 ",volunteer luncheon,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Ezekiel Baptist Church,5701 Grays Avenue,5701 Grays Avenue  Philadelphia PA 19143,5/17/2011,$350.00 ,Venue Rental,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,Elder Beauford,4541 North Broad Street,4541 North Broad Street  Philadelphia PA 19140,12/30/2011,$425.00 ,Event Catering,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Elaine Tomlin,4501 n 5th st,4501 n 5th st  phila PA 19144,5/5/2011,$100.00 ,room rental,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,El Sabor Restaurant,176 W. Diamond Street,176 W. Diamond Street  Philadelphia PA 19122,6/6/2011,$150.00 ,Catering,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Eislen's Bakery,7130 Ridge Avenue,7130 Ridge Avenue  Philadelpihia PA 19128,7/15/2011,$170.00 ,Cake for Fundraiser,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Eatible Delites,2200 Ridge Av,2200 Ridge Av  Philadelphia PA 19132,5/11/2011,$500.00 ,camp,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Eatible Delites,2200 Ridge Av,2200 Ridge Av  Philadelphia PA 19132,4/25/2011,$180.00 ,catering,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Eatible Delighrts,2338 Ridge av,2338 Ridge av  Phila PA 19132,6/30/2011,$400.00 ,linen and food,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Dwights,3734 Germentown Avenue,3734 Germentown Avenue  Philadelphia PA 19140,5/13/2011,"$2,500.00 ",Food,Fundraising & Hospitality,
Greenlee,CFR - Schedule III - Statement of Expenditures,"Dianni, Inc.",812 N. Broad St.,812 N. Broad St.  Philadelphia PA 19130,3/6/2011,"$1,000.00 ","Rental, Food, Beverage for Fundraiser",Fundraising & Hospitality,
Tasco,CFR - Schedule III - Statement of Expenditures,DIANE HUGHES,7326 PITTVILLE AVENUE,7326 PITTVILLE AVENUE  PHILADELPHIA PA 19126,9/29/2011,"$2,500.00 ",FUNDRAISER - CATERER,Fundraising & Hospitality,
Tasco,CFR - Schedule III - Statement of Expenditures,DIANE HUGHES,7326 PITTVILLE AVENUE,7326 PITTVILLE AVENUE  PHILADELPHIA PA 19126,9/16/2011,$500.00 ,FUNDRAISER - CATERER,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Day by Day Catering,2101 Sansom Street,2101 Sansom Street  Philadelphia PA 19103,11/19/2011,$216.00 ,Catering Expense,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,David Jackson,Information Requested,Information Requested   PA ,5/17/2011,$400.00 ,Disc Jockey,Fundraising & Hospitality,
Tasco,CFR - Schedule III - Statement of Expenditures,DARYL TAYLOR,,  PHILADELPHIA PA ,9/29/2011,$400.00 ,FUNDRAISER - DJ,Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,Darlene Boykin,7236 N. 21st St,7236 N. 21st St  Philadelphia PA 19138,8/22/2011,$82.62 ,Reimbursement for Event Catering,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Dan Pellicciotti,521 Leverington Avenue,521 Leverington Avenue  Philadelphia PA 19128,11/7/2011,"$2,575.00 ",Election Night Giveaways,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,7/8/2011,$203.00 ,Reimbursed Food/Location for Retreat,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,7/6/2011,$103.00 ,FO - Water/Beverages for Lot clean up,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,"Curtis Jones, Jr.",5438 Wyndale Avenue,5438 Wyndale Avenue  Philadelphia PA 19131,11/28/2011,$43.50 ,Leadership Meeting,Fundraising & Hospitality,
Tasco,CFR - Schedule III - Statement of Expenditures,CRYSTAL JACOBS,425 E HIGH STREET,425 E HIGH STREET  PHILADELPHIA PA 191441111,10/7/2011,$8.64 ,REIMBURSEMENT FUNDRAISER EXPENSE,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Crowne Plaza,4010 City Avenue,4010 City Avenue  Philadelphia PA 19131,1/13/2011,"$1,617.68 ",Location/Food Fee,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Crowne Plaza,City Line Avenue,City Line Avenue  Phialdelphia PA 19131,2/5/2011,"$1,456.64 ",Location Annoucement Fee,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,5/10/2011,$725.00 ,Catering,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,6/15/2011,$600.00 ,Catering,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,2/14/2011,$500.00 ,Caterer,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,2/25/2011,$300.00 ,Caterer,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,6/27/2011,$300.00 ,Catering,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,1604 Ashurst Street,1604 Ashurst Street  Philadelphia PA 19151,11/7/2011,$300.00 ,Caterer,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,1604 Ashurst Street,1604 Ashurst Street  Philadelphia PA 19151,11/7/2011,$250.00 ,Caterer,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Craig McLaurin,5415 Lebanon Avenue,5415 Lebanon Avenue  Philadelphia PA 19131,2/22/2011,$85.00 ,caterer,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Courtney Voss,1116 Annin Street,1116 Annin Street  Philadelphia PA 19147,2/25/2011,"$2,473.38 ",Senior Luncheon Office Supplies (Paper and Printers),Fundraising & Hospitality,
Bass,CFR - Schedule III - Statement of Expenditures,Corner Bakery,1701 Market Street,"1701 Market Street Floor 1, 6 Penn Center Philadelphia PA 19103",11/4/2011,$285.12 ,Event Catering,Fundraising & Hospitality,
Clarke,CFR - Schedule III - Statement of Expenditures,Cordell Brown,111 W Manheim St,111 W Manheim St  Phila PA 19141,12/16/2011,$500.00 ,band deposit,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Conroy Catering,8001 Verree Road,8001 Verree Road  Philadelphia PA 19111,4/11/2011,"$2,548.80 ",Catering,Fundraising & Hospitality,
O'Neill,CFR - Schedule III - Statement of Expenditures,Conroy Catering,8001 Verree Road,8001 Verree Road  Philadelphia PA 19111,11/15/2011,$195.00 ,catering,Fundraising & Hospitality,
Green,CFR - Schedule III - Statement of Expenditures,CND Food Services,5415 Lebanon Ave,5415 Lebanon Ave  Philadelphia PA 191313124,5/13/2011,$725.00 ,catering - Chalmers Park event,Fundraising & Hospitality,
Greenlee,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,Broad & Market Sts.,Broad & Market Sts.  Philadelphia PA 19107,8/15/2011,$125.00 ,Block Party Permit,Fundraising & Hospitality,
Kenney,CFR - Schedule III - Statement of Expenditures,City of Philadelphia,,  Philadelphia PA ,7/18/2011,$30.00 ,Permit,Fundraising & Hospitality,
Blackwell,CFR - Schedule III - Statement of Expenditures,City Of Philadelphia,1515 JFK BLVD,1515 JFK BLVD   PA ,6/20/2011,$25.00 ,Block Permit,Fundraising & Hospitality,
Kenney,CFR - Schedule III - Statement of Expenditures,CFM Philadelphia Catering,1935 South 3rd Street,1935 South 3rd Street  Philadelphia PA 19148,5/11/2011,$800.00 ,,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Cescaphe Ballroom,923 N 2nd Street,923 N 2nd Street  Philadelphia PA 19123,11/1/2011,"$14,650.00 ",Fundraiser,Fundraising & Hospitality,
Henon,CFR - Schedule III - Statement of Expenditures,Catering by Jeff,ridge ave,ridge ave  Ambler PA 19002,4/29/2011,$800.00 ,Food for Senior Brunch 4/28/11,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Caribe Beer Distributor,2355 N. 6th Street,2355 N. 6th Street  Philadelphia PA 19133,4/19/2011,$180.00 ,Event Expense,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Camari Ellis,P.O Box 393,P.O Box 393  Glenside PA 19038,6/14/2011,$500.00 ,Reimburse for Event Expense,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Cafe Liz,5437 N. Lawrence Street,5437 N. Lawrence Street  Philadelphia PA 19120,3/14/2011,$726.00 ,Catering Expense,Fundraising & Hospitality,
Sanchez,CFR - Schedule III - Statement of Expenditures,Byrnes Tavern,3301 Richmond Street,3301 Richmond Street  Philadelphia PA 19134,4/20/2011,$166.63 ,Event Catering,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Bryce's Catering,1438 Manoa Road,1438 Manoa Road  Wynnewood PA 19096,7/13/2011,"$2,275.00 ",Food for Fundraiser,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Bryce's Catering,1438 Manoa Road,1438 Manoa Road  Wynnewood PA 19096,7/12/2011,"$1,000.00 ",Food for Fundraiser,Fundraising & Hospitality,
Jones,CFR - Schedule III - Statement of Expenditures,Bryce Catering,1438 Manoa Road,1438 Manoa Road  Wynnwood PA 19096,12/29/2011,"$4,320.00 ",Caterer for funraiser,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Brown's Shoprite,2301 W. Oregon Avenue,2301 W. Oregon Avenue  Philadelphia PA 19145,4/6/2011,$252.96 ,Event Expenses,Fundraising & Hospitality,
Johnson,CFR - Schedule III - Statement of Expenditures,Brown's Shoprite,2301 W. Oregon Avenue,2301 W. Oregon Avenue  Philadelphia PA 19145,4/14/2011,$152.26 ,Event Expenses,Fundraising & Hospitality,
